id_respondent,ses_region_administrative,ses_age_category,behav_vote_turnout_municipal_2021,behav_vote_method,op_covid_measures_easy_to_understand,op_covid_measures_reassuring,op_voting_ease,op_reason_not_vote_no_interest,op_reason_not_vote_lack_info,op_reason_not_vote_disliked_candidates,op_reason_not_vote_not_concerned,op_reason_not_vote_no_impact,op_reason_not_vote_lost_trust,op_reason_not_vote_too_busy,op_reason_not_vote_away,op_reason_not_vote_covid_concern,ses_gender,ses_language_home,ses_born_canada,ses_education,ses_occupation,ses_income_household,ses_household_type,weight_standard,weight_turnout_adjusted,op_reason_not_vote_other,behav_contacted_by_campaign,ses_homeowner,behav_considered_running,op_knowledge_candidates_names,op_knowledge_candidates_platforms,op_closeness_to_party,op_satisfaction_democracy_municipal,op_council_too_complicated,op_council_not_concerned_citizens,op_trust_council,op_citizens_can_influence,op_elected_reflect_diversity,op_council_decisions_impact,op_interest_municipal_politics,behav_vote_frequency_history,op_voting_duty_vs_choice,op_vote_makes_difference,op_voting_makes_proud,op_voting_important_to_others,op_frequency_discuss_politics,behav_volunteering_past_year,behav_civic_participation,op_sense_of_belonging,ses_years_in_municipality,op_barrier_running_salary,op_barrier_running_workload,op_barrier_running_recognition,op_barrier_running_incumbency,op_barrier_running_harassment
42900,monteregie,55_64,not_eligible,in_person,1.0,1.0,1.0,,,,,,,,,,female,french,1.0,college_cegep,retired,20k_to_40k,single_no_children,0.4452702403068542,0.4599140286445617,,1.0,0.0,0.0,1.0,1.0,,0.67,0.0,0.33,0.67,0.67,0.67,0.67,0.67,0.0,choice,1.0,0.67,1.0,0.67,never,0.0,0.33,over_20_years,0.33,0.0,1.0,0.33,0.67
42901,mauricie,45_54,did_not_vote,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,female,french,1.0,college_cegep,employed,60k_to_80k,couple_no_children,0.9754925966262816,1.4499083757400513,0.0,0.0,1.0,0.0,0.0,0.0,0.33,0.67,0.33,0.33,0.67,0.67,0.67,0.33,0.67,0.33,choice,0.67,0.67,0.67,0.67,never,0.0,0.33,over_20_years,0.67,0.67,0.67,0.67,0.67
42902,monteregie,55_64,not_eligible,in_person,1.0,1.0,1.0,,,,,,,,,,female,french,1.0,college_cegep,retired,,couple_no_children,1.0791586637496948,0.712917149066925,,1.0,1.0,0.0,1.0,0.5,0.67,0.67,0.67,0.33,0.33,0.67,0.67,0.33,1.0,0.33,choice,1.0,0.67,0.67,0.33,never,0.0,1.0,over_20_years,0.33,0.33,0.67,0.33,0.67
42903,cote_nord,45_54,not_eligible,in_person,1.0,1.0,1.0,,,,,,,,,,female,french,1.0,bachelor,employed,120k_to_150k,couple_no_children,0.9754925966262816,0.4966069459915161,,0.0,1.0,0.0,1.0,0.5,0.67,0.67,0.33,0.33,0.67,0.67,0.67,0.33,0.67,0.33,choice,0.67,0.67,0.67,0.67,never,0.0,0.67,over_20_years,0.67,0.67,0.67,0.33,0.67
42910,monteregie,55_64,voted,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,female,french,1.0,high_school,retired,under_20k,couple_no_children,1.0791586637496948,2.081461906433105,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.33,0.67,0.67,0.67,0.67,0.67,0.67,0.33,1.0,choice,0.33,0.33,0.33,0.67,never,0.0,0.33,over_20_years,0.67,0.67,0.67,0.67,0.67
42911,monteregie,45_54,not_eligible,in_person,1.0,1.0,1.0,,,,,,,,,,male,french,1.0,graduate,unemployed,80k_to_100k,single_parent,0.8376485109329224,0.539604127407074,,0.0,1.0,0.0,1.0,0.5,0.67,1.0,0.0,0.67,0.67,0.67,0.67,0.67,1.0,0.0,choice,1.0,1.0,1.0,0.33,regularly,0.0,1.0,over_20_years,0.0,0.33,0.0,0.33,0.33
42914,outaouais,55_64,voted,,,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,male,french,1.0,graduate,employed,120k_to_150k,couple_no_children,0.3526615500450134,0.4749772846698761,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.33,0.33,1.0,1.0,1.0,0.33,0.33,0.33,choice,1.0,1.0,1.0,0.33,occasionally,0.0,1.0,5_to_10_years,0.33,0.33,0.67,1.0,0.33
42917,montreal,55_64,did_not_vote,,,,,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,male,french,1.0,college_cegep,retired,40k_to_60k,couple_no_children,0.4137810170650482,0.7225214242935181,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.67,0.33,0.33,0.33,0.33,0.67,0.67,0.33,0.33,choice,0.33,0.33,0.67,0.33,never,0.0,0.33,over_20_years,0.33,0.33,0.67,0.67,0.33
42918,gaspesie_iles_de_la_madeleine,45_54,not_eligible,in_person,1.0,1.0,1.0,,,,,,,,,,male,french,1.0,college_cegep,employed,120k_to_150k,couple_no_children,0.4055202603340149,0.29559326171875,,1.0,1.0,0.0,1.0,1.0,0.67,0.67,0.67,0.67,0.67,0.33,0.33,0.0,0.67,0.0,choice,1.0,0.67,1.0,0.67,never,0.0,0.33,over_20_years,0.67,0.33,0.67,0.33,0.33
42919,mauricie,55_64,not_eligible,in_person,1.0,1.0,0.67,,,,,,,,,,male,french,1.0,bachelor,retired,40k_to_60k,couple_no_children,0.8547120690345764,0.5833334922790527,,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.67,1.0,0.33,0.0,0.0,0.33,1.0,0.0,choice,1.0,0.67,0.67,0.33,occasionally,0.0,0.0,over_20_years,0.0,0.33,0.0,1.0,0.33
42921,saguenay_lac_saint_jean,45_54,not_eligible,in_person,1.0,1.0,1.0,,,,,,,,,,female,french,1.0,college_cegep,employed,100k_to_120k,couple_no_children,0.4722529351711273,0.2720399796962738,,1.0,1.0,0.0,1.0,0.5,0.33,0.67,0.0,0.33,0.67,0.67,0.67,0.67,0.67,0.0,choice,1.0,0.67,0.33,0.67,never,1.0,0.67,over_20_years,0.33,0.33,0.33,0.0,0.0
42922,monteregie,45_54,voted,,,,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,male,french,1.0,college_cegep,employed,80k_to_100k,couple_with_children,0.8376485109329224,1.5754419565200806,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.67,0.67,0.33,0.33,0.67,0.33,0.67,0.33,0.33,,0.67,0.33,0.33,0.67,never,0.0,0.67,over_20_years,0.67,0.67,0.33,0.67,0.33
42923,monteregie,55_64,not_eligible,in_person,1.0,1.0,1.0,,,,,,,,,,female,french,1.0,college_cegep,retired,,couple_no_children,1.0791586637496948,0.712917149066925,,1.0,1.0,0.0,1.0,0.0,0.33,0.33,0.67,0.67,0.33,0.33,0.33,0.67,0.67,0.0,choice,0.67,0.67,0.67,0.67,regularly,0.0,0.33,over_20_years,0.67,0.67,1.0,1.0,1.0
42926,centre_du_quebec,25_34,not_eligible,in_person,0.67,0.67,0.33,,,,,,,,,,female,french,1.0,bachelor,employed,40k_to_60k,couple_no_children,0.5341512560844421,0.2659195959568023,,1.0,0.0,0.0,1.0,1.0,,0.67,0.67,0.67,0.67,1.0,1.0,0.33,0.67,0.67,choice,0.67,0.67,0.67,0.67,occasionally,0.0,0.67,5_to_10_years,1.0,0.67,0.67,1.0,0.67
42928,capitale_nationale,45_54,not_eligible,in_person,1.0,1.0,1.0,,,,,,,,,,female,french,1.0,bachelor,employed,80k_to_100k,couple_no_children,0.402496725320816,0.3203683793544769,,1.0,1.0,0.0,1.0,1.0,0.67,0.33,0.33,0.67,0.33,0.33,0.33,0.33,1.0,0.0,,0.67,1.0,0.67,0.33,never,1.0,0.67,under_5_years,1.0,0.67,0.67,0.67,1.0
42929,monteregie,25_34,not_eligible,in_person,1.0,1.0,0.67,,,,,,,,,,male,french,1.0,bachelor,employed,60k_to_80k,couple_no_children,0.4207970201969147,0.2701301574707031,,1.0,1.0,0.0,0.5,1.0,0.33,0.67,0.67,0.33,0.67,0.67,0.67,0.67,0.67,0.0,choice,0.67,0.67,1.0,0.33,never,0.0,0.67,over_20_years,0.67,0.67,0.33,0.67,0.67
42930,saguenay_lac_saint_jean,45_54,voted,,,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,male,french,1.0,college_cegep,employed,20k_to_40k,single_no_children,0.3456211388111114,0.4393711686134338,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.33,0.67,0.33,0.67,0.67,0.67,0.33,0.33,0.33,duty,0.67,0.33,0.67,1.0,never,0.0,0.33,under_5_years,0.67,0.67,1.0,0.33,1.0
42931,monteregie,45_54,not_eligible,in_person,1.0,0.67,1.0,,,,,,,,,,female,french,1.0,graduate,employed,100k_to_120k,couple_with_children,0.9754925966262816,0.4966069459915161,,0.0,1.0,1.0,0.0,0.0,0.33,1.0,0.33,0.33,1.0,0.67,0.67,0.33,0.33,0.33,choice,1.0,1.0,1.0,0.67,regularly,1.0,0.67,5_to_10_years,0.33,0.33,0.67,0.67,0.67
42935,monteregie,55_64,not_eligible,in_person,1.0,1.0,1.0,,,,,,,,,,female,french,1.0,bachelor,retired,,couple_no_children,0.5224395394325256,0.3905333876609802,,0.0,1.0,0.0,1.0,1.0,0.67,0.67,0.33,0.33,0.67,0.67,0.67,0.33,0.67,0.0,choice,1.0,0.67,0.33,0.33,regularly,1.0,1.0,over_20_years,0.33,0.67,0.33,0.33,0.33
42938,mauricie,45_54,not_eligible,in_person,0.67,0.67,0.67,,,,,,,,,,female,english,1.0,college_cegep,,,couple_no_children,1.0062602758407593,0.4791215658187866,,0.0,0.0,0.0,1.0,1.0,0.67,0.67,0.67,0.33,0.67,0.67,0.67,0.67,0.67,0.0,duty,0.67,0.67,0.67,0.67,,,0.33,11_to_20_years,0.67,0.67,0.67,0.67,0.67
42939,saguenay_lac_saint_jean,55_64,not_eligible,in_person,1.0,1.0,1.0,,,,,,,,,,female,french,1.0,high_school,homemaker,80k_to_100k,couple_no_children,0.5224395394325256,0.3905333876609802,,0.0,1.0,0.0,1.0,0.0,0.0,0.33,0.67,0.67,0.33,0.67,0.67,0.33,0.33,0.67,duty,0.67,0.67,1.0,0.67,never,0.0,0.33,over_20_years,0.67,0.67,0.67,0.67,1.0
42941,chaudiere_appalaches,18_24,voted,,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,female,french,1.0,high_school,self_employed,,multigenerational,0.3866943120956421,0.4557398557662964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,1.0,1.0,1.0,1.0,0.33,0.33,0.33,,0.33,0.67,0.33,1.0,occasionally,0.0,0.0,over_20_years,0.33,1.0,0.0,0.33,0.67
42942,monteregie,55_64,not_eligible,in_person,1.0,0.67,0.67,,,,,,,,,,female,french,1.0,bachelor,unemployed,20k_to_40k,single_no_children,1.0791586637496948,0.712917149066925,,0.0,0.0,0.0,1.0,0.5,0.67,0.33,0.67,0.67,0.67,1.0,0.67,0.33,0.67,0.33,choice,0.67,0.67,0.67,0.33,occasionally,1.0,0.67,11_to_20_years,0.33,0.67,0.33,0.67,0.67
42943,centre_du_quebec,18_24,voted,,,,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,female,french,1.0,college_cegep,student,,,0.3866943120956421,0.4557398557662964,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.67,0.67,0.33,0.67,0.67,0.67,0.67,0.0,1.0,duty,0.67,0.33,0.33,0.67,occasionally,0.0,0.67,5_to_10_years,0.67,1.0,0.67,0.67,1.0
42944,bas_saint_laurent,25_34,not_eligible,in_person,0.67,1.0,1.0,,,,,,,,,,male,french,1.0,college_cegep,employed,20k_to_40k,single_no_children,0.8692047595977783,0.4931209683418274,,1.0,0.0,0.0,1.0,0.5,,0.67,0.0,0.33,1.0,0.67,0.67,0.33,0.67,0.0,choice,0.67,1.0,1.0,0.33,occasionally,,0.67,5_to_10_years,0.33,0.33,0.33,0.67,0.67
42946,outaouais,45_54,not_eligible,in_person,1.0,1.0,1.0,,,,,,,,,,female,french,1.0,graduate,employed,100k_to_120k,couple_with_children,0.4722529351711273,0.2720399796962738,,0.0,1.0,0.0,1.0,1.0,,1.0,0.0,0.33,0.67,1.0,1.0,0.33,0.33,0.0,choice,1.0,0.67,1.0,1.0,never,0.0,0.67,over_20_years,0.33,0.33,0.33,0.33,0.0
42947,capitale_nationale,55_64,not_eligible,in_person,1.0,0.67,1.0,,,,,,,,,,female,french,1.0,college_cegep,retired,60k_to_80k,couple_no_children,0.4452702403068542,0.4599140286445617,,1.0,1.0,0.0,1.0,1.0,0.67,0.67,0.33,0.33,0.67,0.67,0.67,0.0,0.67,0.33,choice,0.67,0.67,0.67,0.33,never,1.0,0.67,over_20_years,0.33,0.67,0.67,0.33,0.67
42948,laurentides,55_64,not_eligible,in_person,1.0,1.0,0.67,,,,,,,,,,male,french,1.0,college_cegep,retired,,couple_no_children,0.3526615500450134,0.3763154149055481,,0.0,1.0,1.0,1.0,0.5,0.33,0.67,0.67,0.33,0.67,0.33,0.67,0.67,0.67,0.0,duty,1.0,0.33,0.33,0.33,never,0.0,0.33,over_20_years,0.67,0.67,1.0,0.33,1.0
42952,lanaudiere,45_54,not_eligible,in_person,1.0,1.0,1.0,,,,,,,,,,female,french,1.0,college_cegep,employed,80k_to_100k,couple_no_children,0.9754925966262816,0.4966069459915161,,1.0,1.0,0.0,1.0,0.5,0.0,1.0,0.67,0.33,0.67,0.33,0.33,0.33,0.67,0.0,choice,0.67,0.67,1.0,0.67,never,0.0,0.67,over_20_years,0.33,1.0,1.0,0.67,0.67
42953,lanaudiere,55_64,voted,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,male,french,1.0,college_cegep,retired,60k_to_80k,single_no_children,0.8547120690345764,1.7031153440475464,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.67,0.67,0.67,0.67,0.67,0.33,0.67,0.33,0.33,duty,0.67,0.33,0.33,0.67,never,1.0,0.33,over_20_years,0.67,0.67,0.67,0.33,0.33
42954,capitale_nationale,25_34,not_eligible,in_person,1.0,1.0,1.0,,,,,,,,,,female,french,1.0,college_cegep,employed,over_150k,couple_with_children,0.2585919201374054,0.1456697583198547,,0.0,1.0,0.0,1.0,1.0,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.33,0.33,0.0,choice,1.0,1.0,1.0,0.67,never,0.0,0.33,5_to_10_years,0.67,0.67,0.67,0.67,0.67
42955,chaudiere_appalaches,45_54,voted,,,,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,male,french,1.0,college_cegep,employed,40k_to_60k,single_no_children,0.8376485109329224,1.5754419565200806,0.0,0.0,1.0,0.0,0.0,0.5,0.33,0.33,0.67,1.0,0.33,0.67,0.67,0.67,0.33,0.67,duty,0.0,0.0,0.0,1.0,never,0.0,0.0,over_20_years,0.33,1.0,0.67,0.67,0.67
42960,monteregie,45_54,voted,,,,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,female,french,1.0,bachelor,employed,,single_no_children,0.9754925966262816,1.4499083757400513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.33,0.33,0.67,1.0,0.67,1.0,0.0,0.67,duty,1.0,0.67,0.67,0.33,never,1.0,0.33,11_to_20_years,0.67,0.67,0.67,0.67,0.67
42963,lanaudiere,55_64,voted,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,male,french,1.0,high_school,employed,40k_to_60k,single_no_children,0.8547120690345764,1.7031153440475464,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.33,0.67,0.67,0.67,0.67,0.33,1.0,0.33,0.67,duty,0.33,0.67,0.33,1.0,occasionally,0.0,0.67,over_20_years,0.33,1.0,0.67,0.67,1.0
42964,estrie,55_64,not_eligible,in_person,1.0,1.0,1.0,,,,,,,,,,female,french,1.0,high_school,retired,40k_to_60k,couple_no_children,1.0791586637496948,0.712917149066925,,1.0,1.0,0.0,1.0,1.0,1.0,0.67,0.67,0.33,0.67,0.67,0.67,0.33,0.67,0.33,choice,0.67,0.67,0.33,1.0,never,0.0,0.67,over_20_years,0.33,0.67,0.67,0.67,0.67
42965,monteregie,55_64,not_eligible,in_person,0.67,0.67,0.67,,,,,,,,,,female,french,1.0,college_cegep,retired,20k_to_40k,single_no_children,1.0791586637496948,0.712917149066925,,0.0,1.0,0.0,0.5,0.0,0.33,0.67,0.67,0.33,0.67,0.33,0.67,0.67,0.0,0.0,choice,0.67,0.33,0.33,0.67,never,0.0,0.0,11_to_20_years,0.33,0.33,1.0,0.33,0.0
42966,centre_du_quebec,55_64,voted,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,female,french,1.0,high_school,employed,40k_to_60k,single_no_children,1.0791586637496948,2.081461906433105,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.67,0.33,0.33,1.0,1.0,1.0,0.33,0.0,0.67,choice,0.67,0.67,0.67,0.67,never,0.0,0.67,over_20_years,0.67,1.0,0.67,0.33,0.33
42967,lanaudiere,55_64,voted,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,male,french,1.0,bachelor,employed,over_150k,couple_no_children,0.4137810170650482,0.7225214242935181,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.67,0.33,0.33,0.33,0.33,0.33,0.33,0.67,0.67,choice,0.67,0.67,1.0,0.67,never,0.0,0.67,over_20_years,0.67,0.67,0.67,0.67,0.67
42968,monteregie,55_64,not_eligible,in_person,1.0,1.0,1.0,,,,,,,,,,male,french,1.0,bachelor,retired,120k_to_150k,couple_no_children,0.8547120690345764,0.5833334922790527,,1.0,1.0,0.0,0.5,0.0,0.67,0.67,0.67,0.33,0.67,0.67,0.33,0.33,0.33,0.67,duty,0.67,0.67,0.33,0.67,never,0.0,0.67,5_to_10_years,0.67,0.67,0.67,0.67,1.0
42969,saguenay_lac_saint_jean,45_54,did_not_vote,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,female,french,1.0,college_cegep,unemployed,,couple_no_children,0.402496725320816,0.404360681772232,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.33,0.33,0.33,0.33,0.33,0.33,0.67,0.0,0.33,choice,0.67,0.67,0.33,1.0,never,0.0,0.67,5_to_10_years,0.33,0.33,0.33,0.0,0.67
42970,mauricie,45_54,not_eligible,in_person,0.67,1.0,1.0,,,,,,,,,,female,french,1.0,college_cegep,employed,60k_to_80k,single_parent,0.4722529351711273,0.2720399796962738,,0.0,1.0,0.0,1.0,0.5,0.67,0.67,0.33,0.67,0.67,0.67,0.67,0.67,0.67,0.0,choice,1.0,1.0,1.0,0.33,never,0.0,0.67,over_20_years,1.0,1.0,0.67,1.0,1.0
42972,capitale_nationale,45_54,not_eligible,in_person,1.0,1.0,1.0,,,,,,,,,,female,french,1.0,bachelor,employed,80k_to_100k,couple_no_children,0.402496725320816,0.3203683793544769,,1.0,1.0,0.0,1.0,0.5,0.67,0.33,0.67,0.67,0.33,0.67,0.67,0.67,0.67,0.0,choice,0.67,0.67,0.67,0.33,never,1.0,0.67,under_5_years,0.67,0.67,0.67,0.67,0.67
42973,monteregie,55_64,did_not_vote,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,male,french,1.0,college_cegep,retired,20k_to_40k,couple_no_children,0.4137810170650482,0.7225214242935181,0.0,0.0,1.0,0.0,1.0,0.5,,0.67,0.33,0.33,0.33,0.33,0.33,0.67,0.33,0.33,duty,0.33,0.33,0.67,1.0,never,0.0,0.33,over_20_years,0.67,0.33,0.67,0.33,0.67
42974,chaudiere_appalaches,55_64,voted,,,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,male,french,1.0,elementary,,20k_to_40k,couple_no_children,0.3526615500450134,0.4749772846698761,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.67,0.67,0.67,0.33,0.33,0.67,,0.67,0.33,0.33,1.0,never,0.0,0.33,over_20_years,0.67,0.67,0.67,0.67,0.67
42975,cote_nord,25_34,not_eligible,in_person,1.0,1.0,1.0,,,,,,,,,,female,french,1.0,graduate,self_employed,40k_to_60k,couple_no_children,0.220395490527153,0.1715479344129562,,0.0,0.0,0.0,1.0,0.5,0.0,0.67,0.33,0.33,0.67,0.67,0.67,0.67,0.67,0.0,choice,1.0,0.67,0.67,0.0,never,0.0,0.33,5_to_10_years,0.33,0.67,0.33,0.0,1.0
42977,mauricie,55_64,did_not_vote,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,female,french,1.0,high_school,retired,60k_to_80k,couple_no_children,0.5224395394325256,0.8830307126045227,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.33,0.33,0.33,0.33,1.0,0.33,0.0,choice,0.67,0.67,0.33,0.33,never,0.0,0.33,11_to_20_years,0.33,0.33,0.33,0.33,0.67
42982,laurentides,25_34,voted,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,female,french,1.0,college_cegep,homemaker,100k_to_120k,couple_with_children,0.5341512560844421,0.7763860821723938,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,0.67,0.67,0.33,0.67,0.67,0.33,choice,0.67,0.67,0.33,0.67,never,1.0,0.33,5_to_10_years,0.33,0.33,0.67,0.67,0.67
42985,monteregie,25_34,not_eligible,in_person,1.0,1.0,1.0,,,,,,,,,,male,french,1.0,college_cegep,employed,80k_to_100k,couple_with_children,0.4207970201969147,0.2701301574707031,,0.0,1.0,0.0,1.0,1.0,0.67,0.67,0.33,0.33,0.67,1.0,1.0,0.67,0.67,0.0,choice,1.0,0.67,0.67,0.67,never,0.0,0.33,5_to_10_years,0.33,0.33,0.33,0.33,0.33
42987,monteregie,55_64,did_not_vote,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,female,french,1.0,high_school,retired,,couple_no_children,1.0791586637496948,2.081461906433105,0.0,1.0,1.0,0.0,0.5,1.0,0.0,0.67,0.33,0.33,0.67,0.67,0.67,0.67,0.33,0.0,choice,0.67,0.67,0.33,0.67,never,0.0,0.67,over_20_years,0.33,0.67,0.67,0.67,0.33
42990,bas_saint_laurent,45_54,not_eligible,in_person,1.0,1.0,1.0,,,,,,,,,,female,french,1.0,college_cegep,employed,over_150k,couple_no_children,0.402496725320816,0.3203683793544769,,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.33,1.0,0.0,choice,1.0,1.0,1.0,0.0,occasionally,1.0,1.0,5_to_10_years,1.0,1.0,0.33,0.33,0.67
42993,centre_du_quebec,55_64,voted,,,,,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,male,french,1.0,bachelor,retired,,couple_no_children,0.4137810170650482,0.7225214242935181,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.67,0.33,0.33,0.67,0.67,0.33,0.33,0.33,0.33,duty,0.33,0.33,0.67,0.67,never,0.0,0.33,11_to_20_years,0.67,0.67,1.0,0.33,1.0
42995,saguenay_lac_saint_jean,25_34,not_eligible,in_person,1.0,0.67,1.0,,,,,,,,,,female,french,1.0,college_cegep,employed,20k_to_40k,single_no_children,0.5341512560844421,0.2659195959568023,,0.0,0.0,0.0,1.0,0.5,0.33,0.67,0.33,0.33,0.67,0.33,0.67,0.33,0.33,0.0,choice,0.33,0.33,0.33,0.67,never,1.0,0.67,over_20_years,0.33,0.67,0.33,0.33,0.67
42997,bas_saint_laurent,55_64,not_eligible,in_person,1.0,1.0,1.0,,,,,,,,,,female,french,1.0,high_school,retired,120k_to_150k,couple_no_children,1.0791586637496948,0.712917149066925,,1.0,1.0,0.0,1.0,1.0,0.0,0.67,0.33,0.33,0.67,0.67,0.67,0.67,0.67,0.0,choice,0.67,0.33,0.33,0.67,occasionally,0.0,0.67,over_20_years,0.67,0.67,0.67,0.33,0.67
42999,monteregie,45_54,not_eligible,in_person,1.0,1.0,1.0,,,,,,,,,,female,french,1.0,bachelor,employed,20k_to_40k,single_parent,0.9754925966262816,0.4966069459915161,,1.0,1.0,0.0,1.0,0.5,1.0,0.67,0.67,0.33,0.67,0.33,0.33,0.33,1.0,0.0,choice,1.0,1.0,1.0,0.0,regularly,1.0,0.67,over_20_years,0.67,0.67,0.67,0.67,0.67
43000,monteregie,55_64,did_not_vote,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,male,french,1.0,college_cegep,self_employed,80k_to_100k,multigenerational,0.8547120690345764,1.7031153440475464,0.0,1.0,1.0,0.0,1.0,0.5,0.67,0.67,0.33,0.33,0.67,1.0,0.67,0.33,0.67,0.0,choice,0.67,0.67,0.67,0.67,never,0.0,0.33,over_20_years,0.33,0.33,0.33,0.33,0.33
43001,lanaudiere,55_64,not_eligible,in_person,1.0,1.0,1.0,,,,,,,,,,male,french,1.0,bachelor,employed,over_150k,couple_no_children,0.3526615500450134,0.3763154149055481,,1.0,1.0,1.0,1.0,0.5,0.33,0.67,0.33,0.33,0.67,0.67,0.67,0.67,1.0,0.0,duty,0.67,0.67,0.67,0.0,never,1.0,0.67,over_20_years,0.33,0.33,0.67,0.67,0.33
43004,laurentides,25_34,not_eligible,in_person,1.0,0.67,1.0,,,,,,,,,,female,french,1.0,college_cegep,homemaker,80k_to_100k,couple_with_children,0.5341512560844421,0.2659195959568023,,0.0,0.0,0.0,1.0,1.0,0.33,0.67,0.67,0.33,0.67,0.67,0.33,0.67,0.33,0.33,duty,0.67,0.67,0.67,0.67,never,0.0,0.33,over_20_years,0.0,1.0,0.33,1.0,0.33
43006,lanaudiere,55_64,voted,,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,female,french,1.0,bachelor,employed,80k_to_100k,couple_with_children,1.0791586637496948,2.081461906433105,0.0,1.0,1.0,0.0,0.5,1.0,0.33,0.67,0.33,0.33,0.67,1.0,0.67,0.67,0.33,0.33,choice,0.67,0.33,0.0,1.0,never,0.0,0.33,11_to_20_years,0.33,0.67,0.67,0.33,0.33
43007,bas_saint_laurent,45_54,not_eligible,in_person,1.0,1.0,0.67,,,,,,,,,,male,french,1.0,bachelor,employed,80k_to_100k,couple_with_children,0.8376485109329224,0.539604127407074,,1.0,1.0,0.0,0.5,1.0,,0.67,0.67,0.67,1.0,0.67,0.67,0.33,1.0,0.33,choice,0.67,0.33,0.67,0.33,never,0.0,1.0,over_20_years,0.33,0.67,0.33,0.33,0.0
43009,cote_nord,45_54,voted,,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,female,french,1.0,high_school,employed,40k_to_60k,couple_no_children,0.9754925966262816,1.4499083757400513,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,duty,0.67,0.67,0.67,0.67,occasionally,1.0,0.67,11_to_20_years,0.67,0.67,0.67,0.67,0.67
43010,montreal,55_64,not_eligible,in_person,0.67,1.0,1.0,,,,,,,,,,male,french,1.0,bachelor,retired,over_150k,couple_no_children,0.8547120690345764,0.5833334922790527,,1.0,1.0,0.0,1.0,0.5,,0.67,0.33,0.33,0.67,0.67,0.67,0.67,0.67,0.0,duty,0.67,0.67,0.33,0.67,never,0.0,0.33,over_20_years,0.33,0.67,0.67,0.33,1.0
